제품명,표준코드명
하디큐콜드연질캡슐,"8806616054015"""""""
하로나연고,"8806542014510"""""
하루펜플라스타(케토프로펜),"""8806538028002"",""8806538028019"",""8806538028026"",""8806538028033"",""8806538028040"""
하르델연고,"8806448030317"""""
하벤-키즈시럽,"""8806428017208"",""8806717029707"",""8806428017215"",""8806717029714"""
하벤목에스캡슐,"8806428016317"""""
하벤에스액,"8806428033222"""""
하벤유에스캡슐,"8806428026217"""""
하벤코프에스액,"8806428033413"""""
하벤코프큐연질캡슐,"8806428025814"""""
하벤콜에스액,"""8806428033307"",""8806428033321"",""8806428033314"""
하벤콜큐연질캡슐,"""8806428025609"",""8806428025616"",""8806428025623"""
하벤큐연질캡슐,"8806428025913"""""
하벤파워골드캡슐,"""8806428034601"",""8806428034618"""
하벤파워에스캡슐,"""8806428017406"",""8806428017413"",""8806428017420"""
하벤프레쉬나잘스프레이,"8806428028600"""""""
하벤플러스나잘스프레이,"8806428028709"""""""
하벤허브골드캡슐,"""8806428034908"",""8806428034915"""
하원세티리진정(세티리진염산염),"""8806515019405"",""8806515019412"",""8806515019429"""
하원아스피린장용정100mg,"""8806515034606"",""8806515034613"",""8806515034620"""
하원아시클로버크림(수출명:하시클로크림),"""8806515021309"",""8806515021316"",""8806515021323"""
하이간액(L-아스파르트산-L-오르니틴),"""8806744013809"",""8806744013816"",""8806744013823"",""8806744013830"""
하이눈점안액,"""8806495046606"",""8806495046613"""
하이드로션2.5%(히드로코르티손),"""8806275001306"",""8806998011309"",""8806275001313"",""8806998011316"",""8806998011323"",""8806998011330"",""8806998011347"""
하이라제정,"8806519024214"""""
하이렉스정,"8806472059216"""""""
하이로버크림,"""8806417058205"",""8806417058212"""
하이로손로션2.5%(히드로코르티손),"""8806448030607"",""8806448030614"",""8806448030621"",""8806448030638"",""8806448030645"""
"하이로손크림(히드로코르티손)(수출명:Hydrocortisone1%CreamMaxStrength,HydrocortisoneCream)","""8806448030904"",""8806448030911"",""8806448030928"",""8806448030935"",""8806448030942"",""8806448030959"",""8806448030966"",""8806448030973"""
하이립클로버크림,"""8806452105001"",""8806452105018"""
하이마린연질캡슐,"""8806418034802"",""8806418034819"",""8806418034826"",""8806418034833"""
하이비날골드정,"8806521016016"""""
하이비백골드정,"8806575034608"""""""
하이스탈정,"8806498037014"""""
하이아이프레쉬점안액(카르복시메틸셀룰로오스나트륨)(1회용),"""8806706055106"",""8806706055113"",""8806706055120"",""8806706055137"",""8806706064313"",""8806706064320"",""8806706064306"",""8806706080221"",""8806706080207"",""8806706080214"",""8806706083116"",""8806706083123"",""8806706083109"",""8806706083130"""
하이졸크림,"8806228022815"""""""
하이카디정,"8806446040318"""""
하이클로크림,"""8800570006905"",""8800570006912"""
하이타민골드정,"""8806575040104"",""8806575040111"",""8806575040128"",""8806575040135"""
하이타민정,"""8806575022605"",""8806575022612"",""8806575022629"",""8806575022636"",""8806575022643"""
하이트리크림,"""8806717018602"",""8806717018619"""
하이티딘정,"8806619019615"""""
하이플나프록센정(나프록센나트륨),"""8806641023901"",""8806641023918"",""8806641023925"",""8806641023932"",""8806641023949"",""8806641023956"",""8806641023963"""
하티손로션1%(히드로코르티손),"""8806435034502"",""8806435034519"",""8806435034526"",""8806435034533"""
하티손로션2.5%(히드로코르티손),"""8806435034601"",""8806435034618"",""8806435034625"""
한국넬슨염산테르비나핀크림,"""8806567014403"",""8806567014410"",""8806567014427"""
한국유나이티드산화마그네슘정250mg,"""8806443051706"",""8806443051713"",""8806443051720"""
한림포비돈점안액(수출명:한비돈점안액),"""8806453028101"",""8806453028118"",""8806453028125"",""8806453028132"",""8806453028149"""
한미아스피린장용정100밀리그램,"8806435036315"""""
한미알마게이트정500밀리그램(알마게이트),"""8806435036605"",""8806435036612"",""8806435036629"",""8806435036636"",""8806435036643"""
한미유리아크림200밀리그램(우레아),"""8806435037404"",""8806435037411"",""8806435037428"",""8806435037435"",""8806435037442"",""8806435037459"",""8806435037466"""
한미치쏙정600밀리그램(디오스민),"""8806435081704"",""8806435081711"",""8806435081728"""
한미치쏙크림,"""8806435081209"",""8806435081216"",""8806435081223"""
한방동의고카타플라스마,"""8806798009506"",""8806798009513"",""8806798010809"",""8806798010816"",""8806798010823"",""8806798010908"",""8806798010915"",""8806798010922"",""8806798009520"",""8806798010939"""
한방동의고플라스타,"""8806798017105"",""8806798017112"",""8806798017129"",""8806798021416"",""8806798021423"",""8806798021409"",""8806798022710"",""8806798022727"",""8806798022703"",""8806798022734"""
한방수카타플라스마,"""8806436008403"",""8806436008410"",""8806436008427"",""8806436049611"",""8806436049604"",""8806436049628"",""8806436049635"",""8806436049642"",""8806436049659"""
한방신보감고카타플라스마,"""8806456021505"",""8806456021512"",""8806456042210"",""8806456042203"""
한방장수고카타플라스마,"""8806456024209"",""8806456024216"",""8806456039319"",""8806456039302"",""8806456042319"",""8806456042302"""
한방통치고카타플라스마,"""8806798010205"",""8806798010212"",""8806798014012"",""8806798014029"",""8806798014005"""
한방파프바로한방고카타플라스마,"""8806798011004"",""8806798011011"",""8806798011028"",""8806798015910"",""8806798015903"",""8806798011035"",""8806798011042"",""8806798011059"",""8806798015927"",""8806798015934"""
한방파프자생고에이카타플라스마,"""8806798010304"",""8806798010311"",""8806798018812"",""8806798018805"",""8806798018829"""
한방파프탑카타플라스마,"""8806798009605"",""8806798009612"",""8806798012711"",""8806798012704"",""8806798009629"",""8806798009636"""
한방활생카타플라스마,"""8806459034809"",""8806459034816"""
한생액,"8806420012317"""""
한솔나프록센연질캡슐,"""8806458039805"",""8806458039812"""
한솔아시클로버크림,"8806458026317"""""
한솔이부프로펜연질캡슐,"8806458034817"""""""
한신노콜-에스액,"8806550068413"""""
한신비스카환,"""8806550028905"",""8806550028912"",""8806550028929"",""8806550028936"",""8806550028943"",""8806550028950"""
한신코푸담캡슐,"8806550050210"""""
한신한스콜에스캡슐,"8806550052917"""""
한올트리메부틴말레산염정,"""8806556024901"",""8806556024918"",""8806556024925"",""8806556024932"",""8806556024949"""
한창포비돈스왑스틱,"8806293000114"""""
한풍노즈액,"8806581057011"""""
한풍제통고온혈플라스타,"""8806581060011"",""8806581060004"""
한풍제통고카타플라스마,"""8806581057301"",""8806581057318"""
한풍제통고플러스카타플라스마,"""8806581085007"",""8806798009704"",""8806581085014"",""8806798009711"",""8806581085021"",""8806798009728"",""8806798021218"",""8806798021225"",""8806798021201"""
한풍코프액,"8806581057219"""""
한풍콜드액,"8806581057110"""""
핫도리정,"""8806497026002"",""8806497026019"",""8806497026026"""
해그린캡슐(아세틸시스테인),"""8806440034108"",""8806440034115"",""8806440034122"""
해소민에스캡슐,"8806497024114"""""
해소코푸에스시럽,"""8806497018533"",""8806497018526"",""8806497018502"",""8806497018519"""
해슈펜에프정,"""8806473036506"",""8806473036513"""
해피트립액,"8806265014613"""""
헤르페진크림,"""8806446043302"",""8806446043319"""
헤리엔톡크림,"""8806574015301"",""8806574015332"",""8806574015325"",""8806574015318"""
헤모나민정,"8806228028510"""""""
헤모니아에프시럽(폴리사카리드철착염),"""8806573038103"",""8806573038110"",""8806573038127"",""8806573038134"",""8806573038141"""
헤모니아캡슐(폴리사카리드철착염),"""8806573038202"",""8806573038219"",""8806573038226"",""8806573038233"",""8806573038240"",""8806573038257"""
헤모데이캡슐(폴리사카리드철착염),"""8806890013203"",""8806890013210"",""8806890013227"""
헤모드림캡슐,"""8806228013400"",""8806417026204"",""8806228013417"",""8806417026211"",""8806228013431"",""8806417026228"",""8806228013424"",""8806228013448"",""8806417026242"""
헤모락에이캡슐,"8806560043615"""""""
헤모렉스에스좌제,"""8806456057108"",""8806456057115"""
헤모렉스크림(프라목신염산염),"""8806456021802"",""8806456021819"""
헤모렌캡슐,"8806796004312"""""""
헤모로빈연질캡슐,"""8806616020003"",""8806616020010"",""8806616020027"""
헤모맘플러스캡슐,"""8806462040019"",""8806462040002"",""8806462040026"""
헤모스민캡슐(디오스민),"""8806456045303"",""8806456045310"",""8806456045327"",""8806456045334"""
헤모엔크림(프라목신염산염),"""8806890009909"",""8806890009916"",""8806890010417"",""8806890010400"""
헤모이지정,"8800543012803"""""""
헤모케어정,"""8806543034005"",""8806543034012"",""8806543034029"",""8806543034036"",""8806543034043"",""8806543034050"",""8806543034067"",""8806543034074"""
헤모콤액(폴리말토오스수산화제이철착염),"""8806417026600"",""8806417026617"",""8806417026624"",""8806417026631"""
헤모콤플러스연질캡슐(수출명: COMHEMO),"""8806417026709"",""8806417026716"",""8806417026723"",""8806417026730"""
헤모퀸골드엠캡슐,"""8806476032314"",""8806476032307"""
헤모퀸골드엠프리미엄캡슐,"""8806476037807"",""8806476037814"""
헤모퀸골드캡슐,"8806476017311"""""
헤모퀸골드플러스캡슐,"""8806476034905"",""8806476034912"""
헤모퀸탑연질캡슐,"""8806616017508"",""8806616017515"",""8806616017522"",""8806616017539"""
헤모큐수정,"8806416063323"""""
헤모큐플러스캡슐,"""8806416026007"",""8806416026014"",""8806416026021"",""8806416026038"",""8806416026045"""
헤모테인캡슐,"""8806698029901"",""8806698029918"",""8806698029925"",""8806698029932"",""8806698029949"""
헤모포민에스35정,"8806573071315"""""""
헤모포민큐캡슐,"8806573065710"""""
헤모포스정,"8806449045716"""""
헤모프란크림(프라목신염산염),"""8806446031606"",""8806446031613"""
헤몰빈큐플러스캡슐,"8806998009801"""""
헤카인크림(리도카인),"""8806432013609"",""8806432013616"",""8806432013623"""
헤파겔액(L-아스파르트산-L-오르니틴),"""8806255003009"",""8806255003016"",""8806255003023"",""8806255003030"",""8806255003047"""
헤파딘액,"""8806625020506"",""8806625020513"",""8806625020520"",""8806625020537"""
헤파로빈액,"8806427038112"""""
헤파멜즈로라액(L-아스파르트산-L-오르니틴),"""8806516021414"",""8806516021407"""
헤파멜즈산(L-아스파르트산-L-오르니틴),"""8806516008903"",""8806516008910"",""8806516008927"",""8806516008934"",""8806516008941"",""8806516008965"",""8806516008972"",""8806516008958"",""8806516008989"",""8806516008996"",""8806516009016"""
헤파비트에프연질캡슐,"""8800527008808"",""8806562052202"",""8806673017701"",""8800527008815"",""8806562052219"",""8806673017718"",""8800527008822"",""8806562052226"",""8806673017725"",""8800527008839"",""8806891010003"",""8806891010010"",""8806891010027"",""8806891010034"",""8806891010041"",""8806891010058"""
헤파워액,"""8806744017500"",""8806744017517"",""8806744017524"",""8806744017531"""
헤파코엔정,"8806476035513"""""
헤파코엔플러스정,"""8806575039207"",""8806575039214"",""8806575039221"",""8806575039238"""
헤파타인액,"""8806473012609"",""8806473012616"",""8806473012623"""
헤파토스시럽,"""8806446014807"",""8806446014814"",""8806446014821"",""8806446014906"",""8806446014913"",""8806446014920"",""8806446014937"",""8806446017907"",""8806446017914"",""8806446017921"",""8806446014944"",""8806446014951"",""8806446014968"",""8806446014975"",""8806446014838"",""8806446014845"",""8806446014982"",""8806446014999"",""8806446017938"",""8806446042015"",""8806446042022"""
헤파톡시온정(글루타티온(환원형)),"""8806228030919"",""8806228030902"",""8806228030926"",""8806228030933"""
헤파플러스연질캡슐,"8806985013408"""""
헤파피스연질캡슐,"""8806452040401"",""8806518055806"",""8806452040418"",""8806518055813"",""8806452040425"""
헥사메딘액0.12%(클로르헥시딘글루콘산염액),"""8806422042916"",""8806422042909"",""8806422042923"",""8806422045412"",""8806422045429"",""8806422045436"",""8806422045405"",""8806422045443"""
헥스틱스왑액,"""8806574009102"",""8806574009119"",""8806574009126"",""8806574009133"",""8806574012812"",""8806574012829"",""8806574012805"",""8806574013017"",""8806574013024"",""8806574013000"",""8806574013031"",""8806574013048"""
헥시-알액2%,"""8806704004205"",""8806704004229"",""8806704004212"""
헥시덱스-4액(클로르헥시딘글루콘산염액),"""8806641017405"",""8806641017412"",""8806641017429"",""8806641017436"""
헥시덱스5%액(클로르헥시딘글루콘산염액),"""8806641017504"",""8806641017511"",""8806641017528"",""8806641017535"",""8806641017542"""
헥시딘와입스2%(클로르헥시딘글루콘산염),"""8806574015813"",""8806574015806"",""8806574015820"""
헥시딘와입스4%(클로르헥시딘글루콘산염),"""8806574016018"",""8806574016025"",""8806574016001"""
헥시와입스2%(클로르헥시딘글루콘산염),"""8806704021806"",""8806704021813"",""8806704021820"""
헥시와입스4%(클로르헥시딘글루콘산염),"""8806704021707"",""8806704021714"",""8806704021721"""
헥시클렌브러쉬액(클로르헥시딘글루콘산염 액),"""8806574004008"",""8806574004015"",""8806574007115"",""8806574007108"",""8806574007122"",""8806574004022"""
헥시타놀0.5%액,"8806574004114"""""
헥시타놀2%스틱스왑액,"8806574013413"""""
헥시타놀2%액,"8806574006514"""""
헥시타놀이티2%액,"8806574008617"""""
헥시탄0.5%액(클로르헥시딘글루콘산염액),"""8806574006309"",""8806574006316"",""8806574006323"",""8806574006330"""
헬민200연질캡슐(아르기닌티디아시케이트),"""8806427038303"",""8806427038310"",""8806427038327"",""8806427038334"",""8806427038341"",""8806427038358"",""8806427038365"""
